pl_name,hostname,pl_letter,sy_snum,sy_pnum,discoverymethod,disc_year,disc_pubdate,disc_facility,disc_telescope,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_lum,st_lumerr1,st_lumerr2,st_lumlim,glat,glon,sy_dist,sy_disterr1,sy_disterr2
Kepler-310 d,Kepler-310,d,1,3,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,2.470,1.150,-1.150,0,7.00000,3.40000,-4.10000,0,3.300000,2.200000,-2.000000,0,353,,,0,88.820,,,0,,5797.00,200.00,-200.00,0,0.88,0.41,-0.41,0,0.91,0.04,-0.05,0,-0.239,,,0,15.67408,78.12992,602.2680000,7.0310000,-6.8730000
Kepler-311 b,Kepler-311,b,1,3,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,1.700,0.330,-0.330,0,3.53000,,,0,3.950000,,,0,960,,,0,89.630,,,0,,5905.00,131.00,-131.00,0,1.19,0.23,-0.23,0,1.08,0.05,-0.05,0,0.193,,,0,20.02263,76.49308,778.6540000,9.2165000,-9.2165000
Kepler-311 c,Kepler-311,c,1,3,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,1.430,0.280,-0.280,0,2.63000,,,0,4.940000,,,0,744,,,0,88.060,,,0,,5905.00,131.00,-131.00,0,1.19,0.23,-0.23,0,1.08,0.05,-0.05,0,0.193,,,0,20.02263,76.49308,778.6540000,9.2165000,-9.2165000
Kepler-311 d,Kepler-311,d,1,3,Transit,2023,2023-05,Kepler,0.95 m Kepler Telescope,2.050,0.330,-0.290,0,4.86000,,,0,3.100000,,,0,327,,,0,89.700,,,0,,5903.00,106.00,-117.00,0,1.16,0.18,-0.17,0,0.97,0.08,-0.06,0,0.193,,,0,20.02263,76.49308,778.6540000,9.2165000,-9.2165000
Kepler-312 b,Kepler-312,b,1,2,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,1.290,0.250,-0.250,0,2.21000,,,0,5.660000,,,0,1685,,,0,89.940,,,0,,6115.00,100.00,-100.00,0,1.47,0.28,-0.28,0,1.20,0.04,-0.04,0,0.598,0.033,-0.026,0,7.58260,77.11923,797.7200000,14.0830000,-13.6110000
Kepler-312 c,Kepler-312,c,1,2,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,3.150,0.610,-0.610,0,10.10000,,,0,1.780000,,,0,754,,,0,89.060,,,0,,6115.00,100.00,-100.00,0,1.47,0.28,-0.28,0,1.23,0.04,-0.04,0,0.598,0.033,-0.026,0,7.58260,77.11923,797.7200000,14.0830000,-13.6110000
Kepler-313 b,Kepler-313,b,1,2,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,2.530,0.310,-0.310,0,6.94000,,,0,2.350000,,,0,883,,,0,88.910,,,0,,5727.00,100.00,-100.00,0,1.54,0.16,-0.16,0,1.08,0.11,-0.06,0,0.312,0.069,-0.082,0,10.76951,82.64379,1079.3952487,88.2210643,-88.2210643
Kepler-313 c,Kepler-313,c,1,2,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,2.570,0.420,-0.420,0,7.13000,,,0,2.310000,,,0,683,,,0,88.500,,,0,,5727.00,100.00,-100.00,0,1.54,0.16,-0.16,0,1.08,0.11,-0.06,0,0.312,0.069,-0.082,0,10.76951,82.64379,1079.3952487,88.2210643,-88.2210643
Kepler-314 b,Kepler-314,b,1,2,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,0.830,0.120,-0.120,0,0.49800,,,0,4.790000,,,0,1195,,,0,85.400,,,0,,5378.00,100.00,-100.00,0,0.95,0.14,-0.14,0,0.99,0.02,-0.02,0,-0.226,0.020,-0.012,0,9.80545,75.42939,268.8810000,1.7800000,-1.7580000
Kepler-314 c,Kepler-314,c,1,2,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,2.900,0.430,-0.430,0,8.75000,,,0,1.970000,,,0,890,,,0,85.570,,,0,,5378.00,100.00,-100.00,0,0.95,0.14,-0.14,0,0.99,0.02,-0.02,0,-0.226,0.020,-0.012,0,9.80545,75.42939,268.8810000,1.7800000,-1.7580000
Kepler-315 b,Kepler-315,b,1,2,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,3.770,0.780,-0.780,0,13.70000,,,0,1.400000,,,0,409,,,0,88.260,,,0,,5796.00,108.00,-108.00,0,1.04,0.20,-0.20,0,0.98,0.05,-0.05,0,0.004,,,0,8.27018,77.77232,1160.6300000,35.4200000,-35.4200000
Kepler-315 c,Kepler-315,c,1,2,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,4.150,0.960,-0.960,0,16.10000,,,0,1.240000,,,0,291,,,0,89.310,,,0,,5796.00,108.00,-108.00,0,1.04,0.20,-0.20,0,0.98,0.05,-0.05,0,0.004,,,0,8.27018,77.77232,1160.6300000,35.4200000,-35.4200000
Kepler-316 b,Kepler-316,b,1,2,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,1.060,0.110,-0.110,0,1.20000,,,0,5.540000,,,0,837,,,0,87.630,,,0,,4204.00,200.00,-200.00,0,0.52,0.05,-0.05,0,0.59,0.01,-0.01,0,-0.936,0.046,-0.052,0,13.25897,76.07606,384.9380000,3.9140000,-3.8370000
Kepler-316 c,Kepler-316,c,1,2,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,1.160,0.120,-0.120,0,1.65000,,,0,5.810000,,,0,577,,,0,89.090,,,0,,4204.00,200.00,-200.00,0,0.52,0.05,-0.05,0,0.59,0.01,-0.01,0,-0.936,0.046,-0.052,0,13.25897,76.07606,384.9380000,3.9140000,-3.8370000
Kepler-317 b,Kepler-317,b,1,2,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,2.090,0.960,-0.960,0,109.80000,113.60000,-95.90000,0,66.100000,,,0,976,,,0,87.890,,,0,,5497.00,200.00,-200.00,0,0.94,0.43,-0.43,0,0.86,0.06,-0.03,0,-0.208,,,0,8.18819,72.81063,940.5840000,26.1290000,-24.7770000
Kepler-317 c,Kepler-317,c,1,2,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,1.720,0.790,-0.790,0,3.61000,,,0,3.900000,,,0,837,,,0,88.450,,,0,,5497.00,200.00,-200.00,0,0.94,0.43,-0.43,0,0.86,0.06,-0.03,0,-0.208,,,0,8.18819,72.81063,940.5840000,26.1290000,-24.7770000
Kepler-318 b,Kepler-318,b,1,2,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,4.710,0.830,-0.830,0,19.90000,,,0,1.050000,,,0,1039,,,0,87.660,,,0,,5746.00,100.00,-100.00,0,1.19,0.21,-0.21,0,1.02,0.02,-0.03,0,0.004,0.025,-0.022,0,9.68715,80.95199,489.1410000,3.2390000,-3.1980000
Kepler-318 c,Kepler-318,c,1,2,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,3.680,0.650,-0.650,0,13.10000,,,0,1.440000,,,0,762,,,0,87.150,,,0,,5746.00,100.00,-100.00,0,1.19,0.21,-0.21,0,1.02,0.02,-0.03,0,0.004,0.025,-0.022,0,9.68715,80.95199,489.1410000,3.2390000,-3.1980000
Kepler-319 b,Kepler-319,b,1,3,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,1.630,0.230,-0.230,0,3.29000,,,0,4.170000,,,0,1023,,,0,86.030,,,0,,5526.00,100.00,-100.00,0,0.90,0.12,-0.12,0,0.96,0.04,-0.04,0,-0.181,,,0,12.75373,71.32161,503.4360000,4.7775000,-4.7775000
Kepler-319 c,Kepler-319,c,1,3,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,2.630,0.370,-0.370,0,7.41000,,,0,2.240000,,,0,876,,,0,86.780,,,0,,5526.00,100.00,-100.00,0,0.90,0.12,-0.12,0,0.96,0.04,-0.04,0,-0.181,,,0,12.75373,71.32161,503.4360000,4.7775000,-4.7775000
Kepler-319 d,Kepler-319,d,1,3,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,2.290,0.350,-0.350,0,5.86000,,,0,2.680000,,,0,528,,,0,89.850,,,0,,5526.00,100.00,-100.00,0,0.90,0.12,-0.12,0,0.96,0.04,-0.04,0,-0.181,,,0,12.75373,71.32161,503.4360000,4.7775000,-4.7775000
Kepler-32 b,Kepler-32,b,1,5,Transit,2011,2012-05,Kepler,0.95 m Kepler Telescope,2.200,0.200,-0.200,0,1303.00000,,,1,,,,,514,,,0,89.920,,,0,M1 V,3900.00,200.00,-200.00,0,0.53,0.04,-0.04,0,0.58,0.05,-0.05,0,-1.292,0.063,-0.074,0,9.96232,80.53919,323.8470000,3.4025000,-3.4025000
Kepler-32 c,Kepler-32,c,1,5,Transit,2011,2012-05,Kepler,0.95 m Kepler Telescope,2.000,0.200,-0.200,0,158.90000,,,1,,,,,451,,,0,89.970,,,0,M1 V,3900.00,200.00,-200.00,0,0.53,0.04,-0.04,0,0.58,0.05,-0.05,0,-1.292,0.063,-0.074,0,9.96232,80.53919,323.8470000,3.4025000,-3.4025000
Kepler-32 d,Kepler-32,d,1,5,Transit,2012,2013-02,Kepler,0.95 m Kepler Telescope,2.700,0.200,-0.200,0,7.75000,,,0,2.160000,,,0,328,,,0,89.990,,,0,M1 V,3900.00,200.00,-200.00,0,0.53,0.04,-0.04,0,0.58,0.05,-0.05,0,-1.292,0.063,-0.074,0,9.96232,80.53919,323.8470000,3.4025000,-3.4025000
Kepler-32 e,Kepler-32,e,1,5,Transit,2012,2013-02,Kepler,0.95 m Kepler Telescope,1.500,0.100,-0.100,0,2.86000,,,0,4.660000,,,0,652,,,0,89.650,,,0,M1 V,3900.00,200.00,-200.00,0,0.53,0.04,-0.04,0,0.58,0.05,-0.05,0,-1.292,0.063,-0.074,0,9.96232,80.53919,323.8470000,3.4025000,-3.4025000
Kepler-32 f,Kepler-32,f,1,5,Transit,2012,2013-02,Kepler,0.95 m Kepler Telescope,0.820,0.070,-0.070,0,0.47700,,,0,4.750000,,,0,1026,,,0,88.930,,,0,M1 V,3900.00,200.00,-200.00,0,0.53,0.04,-0.04,0,0.58,0.05,-0.05,0,-1.292,0.063,-0.074,0,9.96232,80.53919,323.8470000,3.4025000,-3.4025000
Kepler-320 b,Kepler-320,b,1,2,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,1.140,0.540,-0.540,0,1.55000,,,0,5.750000,,,0,1292,,,0,71.530,,,0,,6435.00,200.00,-200.00,0,1.11,0.52,-0.52,0,1.33,0.20,-0.14,0,0.374,,,0,12.60394,78.66510,826.6130000,10.5950000,-10.5950000
Kepler-320 c,Kepler-320,c,1,2,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,1.370,0.640,-0.640,0,2.45000,,,0,5.240000,,,0,1002,,,0,80.930,,,0,,6435.00,200.00,-200.00,0,1.11,0.52,-0.52,0,1.33,0.20,-0.14,0,0.374,,,0,12.60394,78.66510,826.6130000,10.5950000,-10.5950000
Kepler-321 b,Kepler-321,b,1,2,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,1.770,0.340,-0.340,0,3.78000,,,0,3.750000,,,0,1042,,,0,87.700,,,0,,5740.00,100.00,-100.00,0,1.19,0.23,-0.23,0,1.03,0.03,-0.03,0,-0.008,0.015,-0.018,0,10.90816,77.21796,384.5420000,3.3890000,-3.3310000
Kepler-321 c,Kepler-321,c,1,2,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,2.320,0.450,-0.450,0,5.99000,,,0,2.640000,,,0,752,,,0,87.960,,,0,,5740.00,100.00,-100.00,0,1.19,0.23,-0.23,0,1.03,0.03,-0.03,0,-0.008,0.015,-0.018,0,10.90816,77.21796,384.5420000,3.3890000,-3.3310000
Kepler-322 b,Kepler-322,b,1,2,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,1.010,0.110,-0.110,0,1.01000,,,0,5.390000,,,0,1373,,,0,88.210,,,0,,5388.00,100.00,-100.00,0,0.89,0.10,-0.10,0,0.92,0.03,-0.03,0,-0.288,0.014,-0.010,0,19.58672,73.51645,400.4800000,2.6370000,-2.6040000
Kepler-322 c,Kepler-322,c,1,2,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,1.670,0.180,-0.180,0,3.43000,,,0,4.050000,,,0,996,,,0,89.770,,,0,,5388.00,100.00,-100.00,0,0.89,0.10,-0.10,0,0.92,0.03,-0.03,0,-0.288,0.014,-0.010,0,19.58672,73.51645,400.4800000,2.6370000,-2.6040000
Kepler-323 b,Kepler-323,b,1,2,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,1.381,0.035,-0.035,0,3.90000,,,1,8.200000,,,1,1838,35,-35,0,88.300,1.500,-3.900,0,,6004.00,71.00,-71.00,0,1.12,0.02,-0.02,0,1.02,0.07,-0.07,0,0.151,0.017,-0.026,0,10.24008,70.69550,454.8830000,6.6370000,-6.4520000
Kepler-323 c,Kepler-323,c,1,2,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,1.570,0.040,-0.040,0,6.80000,3.40000,-3.20000,0,9.600000,5.000000,-4.600000,0,1431,27,-27,0,88.700,1.300,-1.300,0,,6004.00,71.00,-71.00,0,1.12,0.02,-0.02,0,1.02,0.07,-0.07,0,0.151,0.017,-0.026,0,10.24008,70.69550,454.8830000,6.6370000,-6.4520000
Kepler-324 b,Kepler-324,b,1,4,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,1.140,0.110,-0.110,0,1.55000,,,0,5.750000,,,0,935,,,0,88.500,,,0,,5194.00,100.00,-100.00,0,0.84,0.07,-0.07,0,0.87,0.03,-0.03,0,-0.308,,,0,18.13155,80.09266,501.5740000,3.6810000,-3.6290000
Kepler-324 c,Kepler-324,c,1,4,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,3.150,0.330,-0.330,0,10.10000,,,0,1.780000,,,0,410,,,0,89.750,,,0,,5194.00,100.00,-100.00,0,0.84,0.07,-0.07,0,0.87,0.03,-0.03,0,-0.308,,,0,18.13155,80.09266,501.5740000,3.6810000,-3.6290000
Kepler-324 e,Kepler-324,e,1,4,Transit,2021,2022-02,Kepler,0.95 m Kepler Telescope,2.039,,,0,4.81000,,,0,3.120000,,,0,635,,,0,88.600,,,0,,5191.00,103.00,-103.00,0,0.83,0.06,-0.05,0,0.84,0.05,-0.04,0,-0.308,,,0,18.13155,80.09266,501.5740000,3.6810000,-3.6290000
Kepler-325 b,Kepler-325,b,1,3,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,2.910,1.440,-1.440,0,8.80000,,,0,1.960000,,,0,1017,,,0,86.990,,,0,,5752.00,200.00,-200.00,0,1.00,0.50,-0.50,0,0.92,0.05,-0.05,0,-0.255,,,0,16.18136,81.11486,823.2420000,14.2110000,-14.2110000
Kepler-325 c,Kepler-325,c,1,3,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,2.540,1.260,-1.260,0,6.99000,,,0,2.340000,,,0,721,,,0,87.010,,,0,,5752.00,200.00,-200.00,0,1.00,0.50,-0.50,0,0.92,0.05,-0.05,0,-0.255,,,0,16.18136,81.11486,823.2420000,14.2110000,-14.2110000
Kepler-325 d,Kepler-325,d,1,3,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,2.790,1.390,-1.390,0,8.20000,,,0,2.070000,,,0,498,,,0,89.390,,,0,,5752.00,200.00,-200.00,0,1.00,0.50,-0.50,0,0.92,0.05,-0.05,0,-0.255,,,0,16.18136,81.11486,823.2420000,14.2110000,-14.2110000
Kepler-326 b,Kepler-326,b,1,3,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,1.520,0.160,-0.160,0,44.60000,47.70000,-33.30000,0,69.800000,,,0,1127,,,0,89.970,,,0,,5105.00,100.00,-100.00,0,0.80,0.05,-0.05,0,0.85,0.03,-0.04,0,-0.157,,,0,11.83690,78.86026,487.6750000,10.6830000,-10.6830000
Kepler-326 c,Kepler-326,c,1,3,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,1.400,0.100,-0.100,0,17.40000,15.40000,-10.70000,0,34.800000,,,0,889,,,0,88.600,,,0,,5105.00,100.00,-100.00,0,0.80,0.05,-0.05,0,0.85,0.03,-0.04,0,-0.157,,,0,11.83690,78.86026,487.6750000,10.6830000,-10.6830000
Kepler-326 d,Kepler-326,d,1,3,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,1.210,0.090,-0.090,0,6.90000,8.50000,-5.90000,0,21.400000,,,0,781,,,0,88.430,,,0,,5105.00,100.00,-100.00,0,0.80,0.05,-0.05,0,0.85,0.03,-0.04,0,-0.157,,,0,11.83690,78.86026,487.6750000,10.6830000,-10.6830000
Kepler-327 b,Kepler-327,b,1,3,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,1.110,0.050,-0.050,0,1.41000,,,0,5.670000,,,0,682,,,0,89.770,,,0,,3799.00,100.00,-100.00,0,0.49,0.02,-0.02,0,0.59,0.02,-0.02,0,-1.260,0.059,-0.068,0,12.04240,76.56618,241.9870000,1.4690000,-1.4690000
Kepler-327 c,Kepler-327,c,1,3,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,1.030,0.050,-0.050,0,20.30000,27.10000,-17.70000,0,102.000000,,,0,537,,,0,89.440,,,0,,3799.00,100.00,-100.00,0,0.49,0.02,-0.02,0,0.59,0.02,-0.02,0,-1.260,0.059,-0.068,0,12.04240,76.56618,241.9870000,1.4690000,-1.4690000
Kepler-327 d,Kepler-327,d,1,3,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,1.730,0.100,-0.100,0,3.64000,,,0,3.860000,,,0,387,,,0,88.500,,,0,,3799.00,100.00,-100.00,0,0.49,0.02,-0.02,0,0.59,0.02,-0.02,0,-1.260,0.059,-0.068,0,12.04240,76.56618,241.9870000,1.4690000,-1.4690000
Kepler-328 b,Kepler-328,b,1,2,Transit,2013,2014-02,Kepler,0.95 m Kepler Telescope,2.300,0.960,-0.230,0,28.50000,12.90000,-12.30000,0,12.900000,,,0,602,,,0,89.960,,,0,,6064.00,123.00,-123.00,0,1.06,0.44,-0.11,0,1.15,0.22,-0.16,0,0.440,,,0,8.07033,73.99950,2213.1900000,162.2500000,-141.8500000
Kepler-328 c,Kepler-328,c,1,2,Transit,2013,2014-02,Kepler,0.95 m Kepler Telescope,5.400,2.240,-0.540,0,39.40000,13.60000,-12.60000,0,1.370000,,,0,475,,,0,89.970,,,0,,6064.00,123.00,-123.00,0,1.06,0.44,-0.11,0,1.15,0.22,-0.16,0,0.440,,,0,8.07033,73.99950,2213.1900000,162.2500000,-141.8500000
Kepler-329 b,Kepler-329,b,1,2,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,1.400,0.250,-0.250,0,2.54000,,,0,5.090000,,,0,547,,,0,88.860,,,0,,4257.00,200.00,-200.00,0,0.52,0.05,-0.05,0,0.60,0.01,-0.01,0,-0.971,0.050,-0.056,0,8.43218,79.85386,439.7190000,7.1800000,-6.9560000
Kepler-329 c,Kepler-329,c,1,2,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,1.930,0.290,-0.290,0,4.38000,,,0,3.350000,,,0,402,,,0,89.350,,,0,,4257.00,200.00,-200.00,0,0.52,0.05,-0.05,0,0.60,0.01,-0.01,0,-0.971,0.050,-0.056,0,8.43218,79.85386,439.7190000,7.1800000,-6.9560000
Kepler-33 b,Kepler-33,b,1,5,Transit,2011,2012-05,Kepler,0.95 m Kepler Telescope,1.740,0.180,-0.180,0,3.68000,,,0,3.840000,,,0,1336,,,0,86.390,0.960,-1.620,0,,5904.00,47.00,-47.00,0,1.82,0.14,-0.18,0,1.29,0.06,-0.12,0,0.556,0.080,-0.080,0,15.13411,77.26281,1209.1600000,22.1950000,-22.1950000
Kepler-33 c,Kepler-33,c,1,5,Transit,2011,2012-05,Kepler,0.95 m Kepler Telescope,3.200,0.300,-0.300,0,0.39000,1.24000,-0.32000,0,0.130000,0.490000,-0.110000,0,1009,,,0,88.190,0.580,-1.060,0,,5904.00,47.00,-47.00,0,1.82,0.14,-0.18,0,1.29,0.06,-0.12,0,0.556,0.080,-0.080,0,15.13411,77.26281,1209.1600000,22.1950000,-22.1950000
Kepler-33 d,Kepler-33,d,1,5,Transit,2011,2012-05,Kepler,0.95 m Kepler Telescope,5.350,0.490,-0.490,0,3.91000,1.87000,-1.80000,0,0.250000,0.220000,-0.160000,0,853,,,0,88.710,0.610,-0.480,0,,5904.00,47.00,-47.00,0,1.82,0.14,-0.18,0,1.29,0.06,-0.12,0,0.556,0.080,-0.080,0,15.13411,77.26281,1209.1600000,22.1950000,-22.1950000
Kepler-33 e,Kepler-33,e,1,5,Transit,2011,2012-05,Kepler,0.95 m Kepler Telescope,4.020,0.380,-0.380,0,5.57000,1.16000,-1.07000,0,0.800000,0.400000,-0.400000,0,752,,,0,88.940,0.450,-0.350,0,,5904.00,47.00,-47.00,0,1.82,0.14,-0.18,0,1.29,0.06,-0.12,0,0.556,0.080,-0.080,0,15.13411,77.26281,1209.1600000,22.1950000,-22.1950000
Kepler-33 f,Kepler-33,f,1,5,Transit,2011,2012-05,Kepler,0.95 m Kepler Telescope,4.460,0.410,-0.410,0,9.60000,1.70000,-1.80000,0,0.900000,0.500000,-0.500000,0,691,,,0,89.170,0.330,-0.420,0,,5904.00,47.00,-47.00,0,1.82,0.14,-0.18,0,1.29,0.06,-0.12,0,0.556,0.080,-0.080,0,15.13411,77.26281,1209.1600000,22.1950000,-22.1950000
Kepler-330 b,Kepler-330,b,1,2,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,1.350,0.530,-0.530,0,2.39000,,,0,5.340000,,,0,714,,,0,89.570,,,0,,5117.00,200.00,-200.00,0,0.72,0.27,-0.27,0,0.79,0.03,-0.03,0,-0.442,,,0,15.05947,75.93709,717.5270000,14.0670000,-13.5460000
Kepler-330 c,Kepler-330,c,1,2,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,1.950,0.720,-0.720,0,4.46000,,,0,3.310000,,,0,573,,,0,89.400,,,0,,5117.00,200.00,-200.00,0,0.72,0.27,-0.27,0,0.79,0.03,-0.03,0,-0.442,,,0,15.05947,75.93709,717.5270000,14.0670000,-13.5460000
Kepler-331 b,Kepler-331,b,1,3,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,1.820,0.190,-0.190,0,3.97000,,,0,3.620000,,,0,540,,,0,89.580,,,0,,4347.00,200.00,-200.00,0,0.49,0.05,-0.05,0,0.65,0.01,-0.01,0,-0.784,,,0,10.45298,71.92848,580.1190000,12.2490000,-12.2490000
Kepler-331 c,Kepler-331,c,1,3,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,1.840,0.190,-0.190,0,4.04000,,,0,3.560000,,,0,425,,,0,89.750,,,0,,4347.00,200.00,-200.00,0,0.49,0.05,-0.05,0,0.65,0.01,-0.01,0,-0.784,,,0,10.45298,71.92848,580.1190000,12.2490000,-12.2490000
Kepler-331 d,Kepler-331,d,1,3,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,1.640,0.170,-0.170,0,3.33000,,,0,4.150000,,,0,346,,,0,89.840,,,0,,4347.00,200.00,-200.00,0,0.49,0.05,-0.05,0,0.65,0.01,-0.01,0,-0.784,,,0,10.45298,71.92848,580.1190000,12.2490000,-12.2490000
Kepler-332 b,Kepler-332,b,1,3,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,1.170,0.080,-0.080,0,1.71000,,,0,5.870000,,,0,703,,,0,89.430,,,0,,4955.00,100.00,-100.00,0,0.72,0.04,-0.04,0,0.80,0.03,-0.03,0,-0.584,,,0,17.20394,77.95395,344.1900000,1.8170000,-1.7990000
Kepler-332 c,Kepler-332,c,1,3,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,1.090,0.080,-0.080,0,1.32000,,,0,5.600000,,,0,550,,,0,89.860,,,0,,4955.00,100.00,-100.00,0,0.72,0.04,-0.04,0,0.80,0.03,-0.03,0,-0.584,,,0,17.20394,77.95395,344.1900000,1.8170000,-1.7990000
Kepler-332 d,Kepler-332,d,1,3,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,1.180,0.080,-0.080,0,1.76000,,,0,5.890000,,,0,427,,,0,89.960,,,0,,4955.00,100.00,-100.00,0,0.72,0.04,-0.04,0,0.80,0.03,-0.03,0,-0.584,,,0,17.20394,77.95395,344.1900000,1.8170000,-1.7990000
Kepler-333 b,Kepler-333,b,2,2,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,1.320,0.160,-0.160,0,28.20000,29.00000,-24.10000,0,67.400000,,,0,480,,,0,88.900,,,0,,4259.00,200.00,-200.00,0,0.53,0.05,-0.05,0,0.60,0.01,-0.01,0,-0.928,0.045,-0.051,0,10.86393,73.54712,324.4130000,2.1495000,-2.1495000
Kepler-333 c,Kepler-333,c,2,2,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,1.110,0.200,-0.200,0,1.41000,,,0,5.670000,,,0,386,,,0,89.510,,,0,,4259.00,200.00,-200.00,0,0.53,0.05,-0.05,0,0.60,0.01,-0.01,0,-0.928,0.045,-0.051,0,10.86393,73.54712,324.4130000,2.1495000,-2.1495000
Kepler-334 b,Kepler-334,b,1,3,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,1.120,0.210,-0.210,0,1.46000,,,0,5.710000,,,0,1090,,,0,89.680,,,0,,5828.00,100.00,-100.00,0,1.07,0.19,-0.19,0,1.02,0.02,-0.02,0,0.056,0.015,-0.016,0,16.79191,77.79017,426.5900000,4.4960000,-4.4050000
Kepler-334 c,Kepler-334,c,1,3,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,1.430,0.260,-0.260,0,2.63000,,,0,4.940000,,,0,822,,,0,89.970,,,0,,5828.00,100.00,-100.00,0,1.07,0.19,-0.19,0,1.02,0.02,-0.02,0,0.056,0.015,-0.016,0,16.79191,77.79017,426.5900000,4.4960000,-4.4050000
Kepler-334 d,Kepler-334,d,1,3,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,1.410,0.260,-0.260,0,2.57000,,,0,5.040000,,,0,656,,,0,88.880,,,0,,5828.00,100.00,-100.00,0,1.07,0.19,-0.19,0,1.02,0.02,-0.02,0,0.056,0.015,-0.016,0,16.79191,77.79017,426.5900000,4.4960000,-4.4050000
Kepler-335 b,Kepler-335,b,1,2,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,3.390,0.670,-0.670,0,11.40000,,,0,1.610000,,,0,1290,,,0,86.260,,,0,,5877.00,112.00,-112.00,0,1.85,0.35,-0.35,0,1.03,0.06,-0.06,0,0.578,,,0,10.49531,78.91530,1278.9700000,28.8050000,-28.8050000
Kepler-335 c,Kepler-335,c,1,2,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,3.070,0.660,-0.660,0,9.64000,,,0,1.830000,,,0,592,,,0,89.490,,,0,,5877.00,112.00,-112.00,0,1.85,0.35,-0.35,0,1.02,0.12,-0.12,0,0.578,,,0,10.49531,78.91530,1278.9700000,28.8050000,-28.8050000
Kepler-336 b,Kepler-336,b,1,3,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,1.020,0.190,-0.190,0,1.04000,,,0,5.390000,,,0,1625,,,0,87.610,,,0,,5867.00,100.00,-100.00,0,1.30,0.23,-0.23,0,1.09,0.06,-0.04,0,0.260,,,0,12.43412,73.24044,768.8600000,,
